1	166130237	166166510
1	166130416	166130604
1	166146638	166146793
1	166152567	166152784
1	166153909	166154136
1	166130416	166154136
1	166130561	166130564
1	166130237	166130604
1	166130561	166130604
1	166146638	166146793
1	166146638	166146793
1	166152567	166152784
1	166152567	166152784
1	166157512	166157668
1	166157512	166157668
1	166163772	166163892
1	166163772	166163892
1	166164579	166164715
1	166164579	166164715
1	166165276	166165279
1	166165146	166166510
1	166165146	166165276
1	166130237	166130561
1	166165279	166166510
1	166130237	166166510
1	166130339	166130604
1	166152567	166152784
1	166152693	166152784
1	166157512	166157529
1	166157512	166157529
1	166130339	166130604
1	166152567	166152693
1	166130339	166157529
1	166130561	166130564
1	166130466	166130604
1	166130561	166130604
1	166146638	166146793
1	166146638	166146793
1	166152567	166152784
1	166152567	166152784
1	166157512	166157668
1	166157512	166157668
1	166163772	166163892
1	166163772	166163892
1	166164579	166164715
1	166164579	166164715
1	166165276	166165279
1	166165146	166165296
1	166165146	166165276
1	166165354	166166509
1	166130466	166130561
1	166165279	166165296
1	166165354	166166509
1	166130466	166166509
1	161780690	161788495
1	161788282	161788285
1	161787943	161788495
1	161787943	161788285
1	161787104	161787150
1	161787104	161787150
1	161782947	161783004
1	161782947	161783004
1	161781575	161781578
1	161780690	161781970
1	161781578	161781970
1	161780690	161781575
1	161788285	161788495
1	161780690	161788495
1	36511866	36528237
1	36511910	36511913
1	36511866	36513153
1	36511910	36513153
1	36518951	36519095
1	36518951	36519095
1	36520077	36520227
1	36520077	36520227
1	36520518	36520688
1	36520518	36520688
1	36520818	36520915
1	36520818	36520915
1	36521204	36521338
1	36521204	36521338
1	36521700	36521839
1	36521700	36521839
1	36525227	36525230
1	36525165	36528237
1	36525165	36525227
1	36511866	36511910
1	36525230	36528237
1	36511866	36528237
1	36511910	36511913
1	36511866	36513153
1	36511910	36513153
1	36518951	36519095
1	36518951	36519095
1	36520077	36520227
1	36520077	36520227
1	36520518	36520688
1	36520518	36520688
1	36520818	36520915
1	36520818	36520915
1	36521204	36521338
1	36521204	36521338
1	36521700	36521839
1	36521700	36521839
1	36524080	36524083
1	36524033	36524132
1	36524033	36524080
1	36525165	36528237
1	36511866	36511910
1	36524083	36524132
1	36525165	36528237
1	36511866	36528237
1	36520760	36520915
1	36521204	36521338
1	36521700	36521839
1	36525165	36525600
1	36520760	36525600
1	36513096	36513153
1	36518951	36519095
1	36520077	36520435
1	36513096	36520435
1	36422064	36445271
1	36445230	36445233
1	36445049	36445271
1	36445049	36445233
1	36443490	36443609
1	36443490	36443609
1	36439608	36439726
1	36439608	36439726
1	36428408	36428411
1	36428299	36428461
1	36428411	36428461
1	36428101	36428216
